match_id,player_slot,account_id,rune_key,time
3497210298,0,85008179,5,2103
3497210298,1,105045291,5,126
3497210298,1,105045291,3,270
3497210298,1,105045291,5,344
3497210298,1,105045291,1,504
3497210298,1,105045291,5,513
3497210298,1,105045291,5,601
3497210298,1,105045291,2,608
3497210298,1,105045291,5,737
3497210298,1,105045291,2,852
3497210298,1,105045291,5,961
3497210298,1,105045291,3,1087
3497210298,1,105045291,5,1235
3497210298,1,105045291,5,1446
3497210298,1,105045291,5,1560
3497210298,1,105045291,5,2127
3497210298,1,105045291,5,2158
3497210298,1,105045291,5,2160
3497210298,1,105045291,5,2287
3497210298,1,105045291,5,2377
3497210298,1,105045291,5,2386
3497210298,1,105045291,5,2400
3497210298,1,105045291,5,2525
3497210298,2,85937380,5,0
3497210298,2,85937380,6,174
3497210298,2,85937380,0,396
3497210298,2,85937380,5,459
3497210298,2,85937380,5,681
3497210298,2,85937380,5,700
3497210298,2,85937380,5,758
3497210298,2,85937380,1,1044
3497210298,2,85937380,5,1096
3497210298,2,85937380,5,1135
3497210298,2,85937380,5,1289
3497210298,2,85937380,2,1336
3497210298,2,85937380,5,1924
3497210298,2,85937380,0,2404
3497210298,3,86822085,5,0
3497210298,3,86822085,5,869
3497210298,3,86822085,5,1330
3497210298,3,86822085,4,1477
3497210298,4,87063175,5,191
3497210298,4,87063175,5,240
3497210298,4,87063175,5,253
3497210298,4,87063175,5,360
3497210298,4,87063175,5,373
3497210298,4,87063175,5,861
3497210298,4,87063175,5,962
3497210298,4,87063175,4,1202
3497210298,4,87063175,5,1247
3497210298,4,87063175,5,1344
3497210298,4,87063175,5,1468
3497210298,4,87063175,5,1578
3497210298,4,87063175,5,1693
3497210298,4,87063175,5,1849
3497210298,4,87063175,5,1949
3497210298,4,87063175,2,2124
3497210298,4,87063175,5,2161
3497210298,4,87063175,0,2166
3497210298,4,87063175,3,2380
3497210298,4,87063175,5,2410
3497210298,4,87063175,2,2527
3497210298,128,137193239,5,0
3497210298,128,137193239,5,726
3497210298,128,137193239,5,1091
3497210298,128,137193239,5,1200
3497210298,128,137193239,5,1562
3497210298,128,137193239,0,1770
3497210298,128,137193239,0,1995
3497210298,129,107803494,5,0
3497210298,129,107803494,5,541
3497210298,129,107803494,5,600
3497210298,129,107803494,6,734
3497210298,129,107803494,5,876
3497210298,129,107803494,5,1096
3497210298,129,107803494,5,1338
3497210298,129,107803494,5,1463
3497210298,129,107803494,5,2404
3497210298,130,113800818,5,140
3497210298,130,113800818,5,277
3497210298,130,113800818,5,365
3497210298,130,113800818,3,1828
3497210298,131,89423756,5,121
3497210298,131,89423756,5,515
3497210298,131,89423756,5,868
3497210298,131,89423756,5,976
3497210298,131,89423756,5,1448
3497210298,131,89423756,1,1567
3497210298,131,89423756,5,1681
3497210298,131,89423756,5,1730
3497210298,131,89423756,5,1866
3497210298,131,89423756,5,1926
3497210298,132,134276083,5,570
3497210298,132,134276083,5,763
3497210298,132,134276083,5,1829
3497210298,132,134276083,5,1989
3497210298,132,134276083,5,2183
3497321153,0,87063175,5,129
3497321153,0,87063175,5,268
3497321153,0,87063175,5,362
3497321153,0,87063175,5,482
3497321153,0,87063175,5,1030
3497321153,0,87063175,5,1118
3497321153,0,87063175,5,1341
3497321153,0,87063175,5,1441
3497321153,1,85937380,5,0
3497321153,1,85937380,0,492
3497321153,1,85937380,2,923
3497321153,1,85937380,5,936
3497321153,1,85937380,5,976
3497321153,1,85937380,5,1334
3497321153,1,85937380,0,1390
3497321153,1,85937380,5,1744
3497321153,1,85937380,6,1802
3497321153,2,85008179,5,612
3497321153,2,85008179,5,1760
3497321153,2,85008179,5,2063
3497321153,3,105045291,5,383
3497321153,3,105045291,5,489
3497321153,3,105045291,4,606
3497321153,3,105045291,5,618
3497321153,3,105045291,5,790
3497321153,3,105045291,5,847
3497321153,3,105045291,5,1127
3497321153,3,105045291,5,1205
3497321153,3,105045291,5,1599
3497321153,3,105045291,4,1743
3497321153,3,105045291,5,1753
3497321153,3,105045291,5,1920
3497321153,3,105045291,3,1961
3497321153,3,105045291,6,2219
3497321153,4,86822085,5,0
3497321153,4,86822085,5,766
3497321153,4,86822085,5,847
3497321153,4,86822085,5,1353
3497321153,4,86822085,5,2023
3497321153,128,134276083,5,613
3497321153,128,134276083,5,738
3497321153,128,134276083,5,978
3497321153,128,134276083,3,1084
3497321153,128,134276083,5,1211
3497321153,128,134276083,5,1800
3497321153,129,113800818,5,120
3497321153,129,113800818,5,247
3497321153,129,113800818,5,416
3497321153,129,113800818,5,516
3497321153,129,113800818,5,741
3497321153,130,107803494,5,0
3497321153,130,107803494,5,613
3497321153,130,107803494,5,1561
3497321153,130,107803494,5,1680
3497321153,130,107803494,5,2227
3497321153,131,89423756,5,123
3497321153,131,89423756,6,131
3497321153,131,89423756,5,139
3497321153,131,89423756,5,240
3497321153,131,89423756,5,256
3497321153,131,89423756,2,360
3497321153,131,89423756,0,972
3497321153,131,89423756,5,1291
3497321153,131,89423756,5,1304
3497321153,131,89423756,5,1441
3497321153,131,89423756,5,1886
3497321153,132,137193239,5,0
3497321153,132,137193239,5,503
3497321153,132,137193239,6,735
3497321153,132,137193239,5,857
3497321153,132,137193239,5,960
3497321153,132,137193239,5,1083
3497321153,132,137193239,5,1118
3497321153,132,137193239,2,1216
3497321153,132,137193239,5,1338
3497321153,132,137193239,5,1440
3497321153,132,137193239,2,1458
3497321153,132,137193239,0,1607
3497321153,132,137193239,5,1613
3497321153,132,137193239,5,2041
3497321153,132,137193239,0,2070
3497486752,0,105248644,5,1
3497486752,0,105248644,4,278
3497486752,0,105248644,5,490
3497486752,0,105248644,5,727
3497486752,0,105248644,5,842
3497486752,0,105248644,1,849
3497486752,0,105248644,4,920
3497486752,0,105248644,5,964
3497486752,0,105248644,0,1119
3497486752,0,105248644,5,1202
3497486752,0,105248644,5,1257
3497486752,0,105248644,5,1322
3497486752,0,105248644,5,1589
3497486752,0,105248644,5,1801
3497486752,0,105248644,5,2111
3497486752,0,105248644,5,2355
3497486752,0,105248644,3,2413
3497486752,0,105248644,5,2478
3497486752,0,105248644,1,2529
3497486752,1,34505203,5,244
3497486752,1,34505203,6,605
3497486752,1,34505203,5,1165
3497486752,1,34505203,5,1416
3497486752,1,34505203,5,2436
3497486752,1,34505203,5,2529
3497486752,2,82262664,5,121
3497486752,2,82262664,5,498
3497486752,2,82262664,5,601
3497486752,2,82262664,5,967
3497486752,2,82262664,5,1927
3497486752,3,101356886,5,121
3497486752,3,101356886,5,388
3497486752,3,101356886,5,498
3497486752,3,101356886,5,721
3497486752,3,101356886,5,1089
3497486752,3,101356886,5,1210
3497486752,3,101356886,5,1961
3497486752,3,101356886,6,2083
3497486752,3,101356886,5,2230
3497486752,3,101356886,5,2342
3497486752,4,72312627,5,1
3497486752,4,72312627,5,207
3497486752,4,72312627,5,615
3497486752,4,72312627,5,2245
3497486752,4,72312627,0,2352
3497486752,128,89871557,5,1
3497486752,128,89871557,5,776
3497486752,128,89871557,5,909
3497486752,128,89871557,5,1480
3497486752,128,89871557,2,2163
3497486752,129,84772440,5,666
3497486752,129,84772440,5,973
3497486752,129,84772440,5,1093
3497486752,129,84772440,6,1205
3497486752,129,84772440,5,1231
3497486752,129,84772440,5,1373
3497486752,129,84772440,5,2349
3497486752,129,84772440,0,2521
3497486752,130,100471531,5,249
3497486752,130,100471531,5,361
3497486752,130,100471531,5,492
3497486752,130,100471531,5,1335
3497486752,130,100471531,5,1562
3497486752,130,100471531,4,1717
3497486752,130,100471531,5,1725
3497486752,130,100471531,5,1925
3497486752,131,91443418,3,121
3497486752,131,91443418,5,133
3497486752,131,91443418,5,241
3497486752,131,91443418,5,274
3497486752,131,91443418,5,379
3497486752,131,91443418,0,385
3497486752,131,91443418,5,476
3497486752,131,91443418,3,493
3497486752,131,91443418,5,601
3497486752,131,91443418,5,773
3497486752,131,91443418,5,880
3497486752,131,91443418,6,962
3497486752,131,91443418,3,1325
3497486752,131,91443418,5,1450
3497486752,131,91443418,4,1461
3497486752,131,91443418,5,1489
3497486752,131,91443418,2,1563
3497486752,131,91443418,5,1570
3497486752,131,91443418,5,1681
3497486752,131,91443418,5,1706
3497486752,131,91443418,0,1802
3497486752,131,91443418,5,2095
3497486752,131,91443418,5,2407
3497486752,132,113457795,5,1
3497486752,132,113457795,5,961
3497486752,132,113457795,5,1082
3497486752,132,113457795,5,1525
3497486752,132,113457795,5,1745
3497486752,132,113457795,3,1939
3497486752,132,113457795,5,2069
3497486752,132,113457795,5,2211
3497486752,132,113457795,6,2403
3497486752,132,113457795,5,2495
3497486752,132,113457795,5,2521
3497644587,0,100471531,5,124
3497644587,0,100471531,0,240
3497644587,0,100471531,5,602
3497644587,0,100471531,4,970
3497644587,0,100471531,5,1000
3497644587,1,84772440,5,0
3497644587,1,84772440,6,387
3497644587,1,84772440,5,1005
3497644587,2,89871557,5,1
3497644587,2,89871557,5,506
3497644587,2,89871557,5,603
3497644587,2,89871557,5,650
3497644587,2,89871557,4,839
3497644587,2,89871557,5,959
3497644587,3,91443418,5,148
3497644587,3,91443418,5,279
3497644587,3,91443418,5,314
3497644587,3,91443418,5,364
3497644587,3,91443418,5,377
3497644587,3,91443418,3,480
3497644587,3,91443418,5,487
3497644587,3,91443418,5,744
3497644587,3,91443418,5,852
3497644587,4,113457795,5,0
3497644587,4,113457795,5,361
3497644587,4,113457795,5,841
3497644587,128,105248644,5,0
3497644587,128,105248644,0,603
3497644587,128,105248644,0,884
3497644587,128,105248644,5,1155
3497644587,129,34505203,5,485
3497644587,129,34505203,5,748
3497644587,130,82262664,5,121
3497644587,130,82262664,5,257
3497644587,130,82262664,5,431
3497644587,130,82262664,5,488
3497644587,130,82262664,5,724
3497644587,131,101356886,5,121
